key_format,timing_component,timing_source,nodes,positive_compute_nodes
pp_gradient:receiver6:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver7:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver8:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver9:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
release:0:lane0:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane10:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane11:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane12:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane13:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane14:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane15:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane1:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane2:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane3:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane4:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane5:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane6:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane7:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane8:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:0:lane9:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane0:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane10:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane11:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane12:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane13:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane14:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane15:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane1:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane2:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane3:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane4:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane5:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane6:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane7:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane8:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:10:lane9:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane0:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane10:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane11:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane12:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane13:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane14:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane15:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane1:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane2:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane3:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane4:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane5:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane6:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane7:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane8:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:12:lane9:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane0:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane10:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane11:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane12:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane13:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane14:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane15:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane1:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane2:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane3:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane4:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane5:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane6:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane7:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane8:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:13:lane9:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane0:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane0:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane0:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane10:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane10:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane10:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane11:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane11:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane11:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane12:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane12:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane12:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane13:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane13:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane13:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane14:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
release:14:lane14:F2B:0,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane14:F2B:2,program_order_zero_duration,backward_requires_downstream_gradient,1,0
release:14:lane15:B2F:0,program_order_zero_duration,static_1f1b_blocking_pp_api,1,0
