line_number,evidence_kind,field,value_literal,source_line_sha256,excerpt,deployment_revision_independently_verified,source_path,source_sha256,scope
104,runtime_config_dump,tensor_model_parallel_size,1,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,tensor_model_parallel_size = 1,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,pipeline_model_parallel_size,14,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,pipeline_model_parallel_size = 14,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,virtual_pipeline_model_parallel_size,None,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,virtual_pipeline_model_parallel_size = None,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,sequence_parallel,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,sequence_parallel = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,context_parallel_size,2,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,context_parallel_size = 2,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,expert_model_parallel_size,8,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,expert_model_parallel_size = 8,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,fp16,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,fp16 = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,bf16,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,bf16 = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,params_dtype,torch.bfloat16,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,params_dtype = torch.bfloat16,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,gradient_accumulation_fusion,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,gradient_accumulation_fusion = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,overlap_moe_expert_parallel_comm,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,overlap_moe_expert_parallel_comm = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,overlap_p2p_comm,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,overlap_p2p_comm = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,batch_p2p_comm,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,batch_p2p_comm = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,batch_p2p_sync,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,batch_p2p_sync = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,num_layers,52,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,num_layers = 52,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,mtp_num_layers,None,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,mtp_num_layers = None,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,hidden_size,5120,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,hidden_size = 5120,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,num_attention_heads,128,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,num_attention_heads = 128,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,ffn_hidden_size,12288,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,ffn_hidden_size = 12288,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_deepep_num_sms,20,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_deepep_num_sms = 20,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,bias_dropout_fusion,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,bias_dropout_fusion = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,recompute_granularity,'full',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,recompute_granularity = 'full',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,recompute_method,'block',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,recompute_method = 'block',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,recompute_num_layers,4,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,recompute_num_layers = 4,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,fp8,None,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,fp8 = None,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_shared_expert_intermediate_size,3072,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_shared_expert_intermediate_size = 3072,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_shared_expert_overlap,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_shared_expert_overlap = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_ffn_hidden_size,1536,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_ffn_hidden_size = 1536,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_load_balancing_type,'aux_loss',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_load_balancing_type = 'aux_loss',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_topk,6,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_topk = 6,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_score_function,'softmax',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_score_function = 'softmax',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_dtype,'fp32',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_dtype = 'fp32',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_force_load_balancing,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_force_load_balancing = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_grouped_gemm,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_grouped_gemm = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_token_dispatcher_type,'flex',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_token_dispatcher_type = 'flex',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_enable_deepep,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_enable_deepep = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_expert_capacity_factor,2.0,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_expert_capacity_factor = 2.0,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_pad_expert_input_to_capacity,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_pad_expert_input_to_capacity = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_token_drop_policy,'probs',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_token_drop_policy = 'probs',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_permute_fusion,True,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_permute_fusion = True,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,moe_router_fusion,False,4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,moe_router_fusion = False,False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,cp_comm_type,'a2a',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,cp_comm_type = 'a2a',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
104,runtime_config_dump,transformer_impl,'transformer_engine',4afb488181fa888e5e3ad1bbe8f12f2c12fb0dd13664b4a3a4a2ff529c0ff44f,transformer_impl = 'transformer_engine',False,/home/zjb/Desktop/fabric-data-analysis/fabric-data-analysis-raw/0731_224gpu_pp14_cp2_a2a/extracted/framework/2026-07-30-09:38/worker33020/2026-07-30_0938/tp1_pp14_dp_mbs2_numbs_gbs48_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.20.log,32e167f41c8281b8f0711c4dbf3d51dd6a815a24caea87c4a01d03d9a375d744,evaluator_only_NEVER_MODEL_FIT
